product_id,recommendation_count,avg_personalized_score,main_strategy,main_category,share
53b36df67ebb7c41585e8d54d6772e08,15291,1.7667492986870645,high_value_tier2_diverse,relogios_presentes,0.0159
3dd2a17168ec895c781a9191c1e95ad7,14859,1.8119034391346271,high_value_tier2_diverse,informatica_acessorios,0.0155
d1c427060a0f73f6b889a5c7c61f2ac4,14737,1.686550173011615,high_value_tier2_diverse,informatica_acessorios,0.0153
2b4609f8948be18874494203496bc318,11930,1.7933869742245434,high_value_tier2_diverse,beleza_saude,0.0124
5a848e4ab52fd5445cdc07aab1c40e48,11312,1.7236441266106897,high_value_tier2_diverse,Unknown,0.0118
aca2eb7d00ea1a7b8ebd4e68314663af,8381,2.908805096794349,global_fallback,moveis_decoracao,0.0087
99a4788cb24856965c36a24e339b6058,8111,2.8948592774894015,global_fallback,cama_mesa_banho,0.0084
422879e10f46682990de24d770e7f83d,7550,2.9410262554744,global_fallback,ferramentas_jardim,0.0079
bb50f2e236e5eea0100680137654686c,7404,0.9726893789129661,high_value_tier2_diverse,beleza_saude,0.0077
389d119b48cf3043d311335e499d9c6b,6736,2.8836016065706165,global_fallback,ferramentas_jardim,0.007
f1c7f353075ce59d8a6f3cf58f419c9c,6642,1.087241662977397,high_value_tier2_diverse,cama_mesa_banho,0.0069
368c6c730842d78016ad823897a372db,6455,3.3774897449056858,global_fallback,ferramentas_jardim,0.0067
c4baedd846ed09b85f78a781b522f126,6187,1.2945765441968098,high_value_tier2_diverse,ferramentas_jardim,0.0064
53759a2ecddad2bb87a079a1f1519f73,5560,3.36150068753791,global_fallback,ferramentas_jardim,0.0058
154e7e31ebfa092203795c972e5804a6,5488,2.8575393370726445,global_fallback,beleza_saude,0.0057
6cdd53843498f92890544667809f1595,4790,0.8639984954852651,high_value_tier2_diverse,beleza_saude,0.005
8c591ab0ca519558779df02023177f44,4629,1.305250445580654,high_value_tier2_diverse,ferramentas_jardim,0.0048
19c91ef95d509ea33eda93495c4d3481,3206,2.874242251211014,new_user_content_diverse,beleza_saude,0.0033
7c1bd920dbdf22470b68bde975dd3ccf,3036,3.313941381596854,new_user_content_diverse,beleza_saude,0.0032
437c05a395e9e47f9762e677a7068ce7,2385,3.3729778339189007,new_user_content_diverse,beleza_saude,0.0025
461f43be3bdf8844e65b62d9ac2c7a5a,2080,3.3429094352280244,new_user_content_diverse,relogios_presentes,0.0022
3fbc0ef745950c7932d5f2a446189725,2024,3.118719981123198,new_user_content_diverse,beleza_saude,0.0021
656e0eca68dcecf6a31b8ececfabe3e8,1935,3.144926504425321,new_user_content_diverse,informatica_acessorios,0.002
a92930c327948861c015c919a0bcb4a8,1837,3.0620413385975795,new_user_content_diverse,relogios_presentes,0.0019
06edb72f1e0c64b14c5b79353f7abea3,1702,3.149407133364969,new_user_content_diverse,cama_mesa_banho,0.0018
2028bf1b01cafb2d2b1901fca4083222,1693,3.352831475961114,new_user_content_diverse,perfumaria,0.0018
29427de7f8a9ee983d9dbc51cec569b4,1638,3.072655942775113,new_user_content_diverse,cool_stuff,0.0017
e0d64dcfaa3b6db5c54ca298ae101d05,1627,3.3201993394577523,new_user_content_diverse,relogios_presentes,0.0017
0aabfb375647d9738ad0f7b4ea3653b1,1570,3.3816989710785497,new_user_content_diverse,consoles_games,0.0016
595fac2a385ac33a80bd5114aec74eb8,1414,3.1241097131022677,new_user_content_diverse,perfumaria,0.0015
cac9e5692471a0700418aa3400b9b2b1,1350,3.2094273100537194,new_user_content_diverse,bebes,0.0014
6f3b5b605d91b7439c5e3f5a8dffeea7,1334,3.1821904835407255,new_user_content_diverse,relogios_presentes,0.0014
89321f94e35fc6d7903d36f74e351d40,1291,3.1469371006643274,new_user_content_diverse,alimentos,0.0013
ec2d43cc59763ec91694573b31f1c29a,1273,3.2489168625821265,new_user_content_diverse,cama_mesa_banho,0.0013
e53e557d5a159f5aa2c5e995dfdf244b,1255,3.176669653446142,new_user_content_diverse,informatica_acessorios,0.0013
d5991653e037ccb7af6ed7d94246b249,1241,3.3324446277740374,new_user_content_diverse,informatica_acessorios,0.0013
4c2394abfbac7ff59ec7a420918562fa,1184,3.192189515905039,new_user_content_diverse,beleza_saude,0.0012
d017a2151d543a9885604dc62a3d9dcc,1173,3.196661746959423,new_user_content_diverse,fashion_bolsas_e_acessorios,0.0012
880be32f4db1d9f6e2bec38fb6ac23ab,1150,3.136499071479464,new_user_content_diverse,brinquedos,0.0012
2136c70bbe723d338fab53da3c03e6dc,1140,3.0518384007323576,new_user_content_diverse,relogios_presentes,0.0012
617186c3d97ea56c9c683a8a3974e8c1,1135,2.901219613036395,new_user_content_diverse,perfumaria,0.0012
601a360bd2a916ecef0e88de72a6531a,1119,3.1520272186796525,new_user_content_diverse,cool_stuff,0.0012
777d2e438a1b645f3aec9bd57e92672c,1083,3.160649688454926,new_user_content_diverse,cama_mesa_banho,0.0011
7ce94ab189134e2d3c05f496d635419c,1077,3.335875671844186,new_user_content_diverse,eletronicos,0.0011
0bcc3eeca39e1064258aa1e932269894,1074,3.1961496329351626,new_user_content_diverse,ferramentas_jardim,0.0011
ee406bf28024d97771c4b1e8b7e8e219,1070,2.9404706207343887,new_user_content_diverse,cool_stuff,0.0011
78efe838c04bbc568be034082200ac20,1063,3.056962257217024,new_user_content_diverse,moveis_decoracao,0.0011
c6dd917a0be2a704582055949915ab32,1049,2.9595961616763535,new_user_content_diverse,cool_stuff,0.0011
08574b074924071f4e201e151b152b4e,1002,2.810980345302779,new_user_content_diverse,ferramentas_jardim,0.001
6c3effec7c8ddba466d4f03f982c7aa3,950,3.1264892894995002,new_user_content_diverse,consoles_games,0.001
473795a355d29305c3ea6b156833adf5,933,3.404973184946933,new_user_content_diverse,perfumaria,0.001
7a10781637204d8d10485c71a6108a2e,927,3.198230488948795,new_user_content_diverse,relogios_presentes,0.001
c6336fa91fbd87c359e44f5dca5a90ed,926,2.933014940807154,new_user_content_diverse,esporte_lazer,0.001
35afc973633aaeb6b877ff57b2793310,891,3.0408375900615052,new_user_content_diverse,casa_conforto,0.0009
c9c6fde711572c1ad99ca12728c6af00,879,3.0673061009610767,new_user_content_diverse,telefonia,0.0009
8c292ca193d326152e335d77176746f0,878,3.2293621361242004,new_user_content_diverse,beleza_saude,0.0009
e44f675b60b3a3a2453ec36421e06f0f,844,3.2242500110977033,new_user_content_diverse,esporte_lazer,0.0009
2a2d22ae30e026f1893083c8405ca522,842,2.959162867918704,new_user_content_diverse,cama_mesa_banho,0.0009
0a57f7d2c983bcf8188589a5fea4a8da,840,2.988616428556737,new_user_content_diverse,relogios_presentes,0.0009
fb55982be901439613a95940feefd9ee,834,2.9332735091091866,new_user_content_diverse,papelaria,0.0009
a62e25e09e05e6faf31d90c6ec1aa3d1,800,3.08833700873233,new_user_content_diverse,relogios_presentes,0.0008
b0961721fd839e9982420e807758a2a6,787,3.3741166875672466,new_user_content_diverse,ferramentas_jardim,0.0008
75d6b6963340c6063f7f4cfcccfe6a30,783,3.200409241712654,new_user_content_diverse,perfumaria,0.0008
634256dbcd184b3757ffd7632c9fe52a,782,3.1507500879597234,new_user_content_diverse,beleza_saude,0.0008
e7cc48a9daff5436f63d3aad9426f28b,779,3.0198916486986374,new_user_content_diverse,telefonia,0.0008
d04857e7b4b708ee8b8b9921163edba3,759,3.075174347968833,new_user_content_diverse,informatica_acessorios,0.0008
165f86fe8b799a708a20ee4ba125c289,757,3.2842230293526438,new_user_content_diverse,cool_stuff,0.0008
41c24b8ce92d1a2cac62db5edfd088b2,756,3.3238785107539797,new_user_content_diverse,relogios_presentes,0.0008
b532349fe46b38fbc7bb3914c1bdae07,756,3.097267760826723,new_user_content_diverse,moveis_decoracao,0.0008
dbb67791e405873b259e4656bf971246,754,2.860989696616975,new_user_content_diverse,informatica_acessorios,0.0008
d3c044bd42d84a79e3b0c42662806a48,752,3.0685819227999387,new_user_content_diverse,esporte_lazer,0.0008
cd48f265a63e13b762601f5f794c5fca,746,3.203606464211178,new_user_content_diverse,bebidas,0.0008
1613b819ab5dae53aead2dbb4ebdb378,736,3.022456531613271,new_user_content_diverse,automotivo,0.0008
ee0c1cf2fbeae95205b4aa506f1469f0,729,3.4246737086286867,new_user_content_diverse,perfumaria,0.0008
43423cdffde7fda63d0414ed38c11a73,729,3.000206040125265,new_user_content_diverse,relogios_presentes,0.0008
fe01b643060a6446e59f58e3021e66b3,724,3.2032409732872957,new_user_content_diverse,perfumaria,0.0008
8317b177579dd27ff068b83205e2169b,714,3.322039209563825,new_user_content_diverse,cool_stuff,0.0007
bee2e070c39f3dd2f6883a17a5f0da45,714,3.0777794518767516,new_user_content_diverse,informatica_acessorios,0.0007
