snapshot_key,snapshot_id,unique_user_id,first_purchase_date,last_purchase_date,obs_date,is_churned_30d,is_churned_60d,is_churned_90d,is_churned_180d,is_churned_270d,total_orders,total_gmv,days_since_last_order,customer_age_days,avg_rating,rating_std,bad_review_count,avg_delivery_days,delayed_orders,category_diversity,total_category_purchases,total_category_gmv,dominant_category,cat_purchase_beleza_saude,cat_purchase_brinquedos,cat_purchase_cama_mesa_banho,cat_purchase_esporte_lazer,cat_purchase_fashion_bolsas_e_acessorios,cat_purchase_informatica_acessorios,cat_purchase_moveis_decoracao,cat_purchase_perfumaria,cat_purchase_relogios_presentes,cat_purchase_utilidades_domesticas,cat_gmv_beleza_saude,cat_gmv_brinquedos,cat_gmv_cama_mesa_banho,cat_gmv_esporte_lazer,cat_gmv_fashion_bolsas_e_acessorios,cat_gmv_informatica_acessorios,cat_gmv_moveis_decoracao,cat_gmv_perfumaria,cat_gmv_relogios_presentes,cat_gmv_utilidades_domesticas,customer_state,customer_city,target,avg_rating_was_missing,rating_std_was_missing,avg_delivery_days_was_missing,order_count,total_spent,days_per_order,orders_per_month,avg_order_value,gmv_per_day,recency_ratio,is_recent_active,is_satisfied,has_bad_review,delay_rate,has_delay,state_encoded,first_purchase_month,first_purchase_quarter,last_purchase_month,last_purchase_quarter,churn_probability,risk_level,is_high_value
770c6c524fc389b4cab878d19703745d__20171003,5,770c6c524fc389b4cab878d19703745d,2017-08-10 10:14:38,2017-08-10 10:14:39,2017-10-03 15:00:37,1,1,1,1,1,2,521.07,54,54,5.0,0.0,0.0,30.6667,2.0,2,2,521.07,beleza_saude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GO,goiania,1,0,0,0,2,521.07,18.0,0.7142857142857143,173.69000000000003,9.474,0.9818181818181818,0,1,0,0.6666666666666666,1,7,8,3,8,3,0.90586927939306,High Risk,1
78d665ab97fb0bfd754a20a48476c4e7__20170903,4,78d665ab97fb0bfd754a20a48476c4e7,2017-07-06 09:03:55,2017-07-06 09:03:56,2017-09-03 15:00:37,1,1,1,1,1,2,677.83,59,59,4.5,0.5,0.0,9.5,0.0,2,2,677.83,cool_stuff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RJ,nova friburgo,1,0,0,0,2,677.83,19.666666666666668,0.6741573033707865,225.94333333333336,11.297166666666667,0.9833333333333333,0,1,0,0.0,0,17,7,3,7,3,0.8277767340166926,High Risk,1
7acf19ddc75a0935581845e1c89edb3c__20170705,2,7acf19ddc75a0935581845e1c89edb3c,2017-05-22 23:09:06,2017-05-22 23:09:07,2017-07-05 15:00:37,1,1,1,1,1,2,390.97,44,44,5.0,0.0,0.0,7.0,0.0,1,2,390.97,cama_mesa_banho,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP,sao jose dos campos,1,0,0,0,2,390.97,14.666666666666666,0.8108108108108107,130.32333333333335,8.688222222222223,0.9777777777777777,0,1,0,0.0,0,23,5,2,5,2,0.8501378957116559,High Risk,1
7ed57df0e6ae22a4f9e0250d52608ad5__20171003,5,7ed57df0e6ae22a4f9e0250d52608ad5,2017-07-20 18:43:51,2017-08-09 12:10:38,2017-10-03 15:00:37,1,1,1,1,1,2,365.12,55,75,3.5,0.5,0.0,10.5,0.0,1,2,365.12,eletrodomesticos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES,colatina,1,0,0,0,2,365.12,25.0,0.5714285714285714,121.70666666666666,4.8042105263157895,0.7236842105263158,0,0,0,0.0,0,6,7,3,8,3,0.862800855569406,High Risk,1
7ee9e6c80bf1b7ec4a52639eab6c128c__20170605,1,7ee9e6c80bf1b7ec4a52639eab6c128c,2017-02-26 19:51:31,2017-04-29 21:56:10,2017-06-05 15:00:37,1,1,1,1,1,2,373.67,37,99,3.0,2.0,1.0,11.5,0.0,2,2,373.67,relogios_presentes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,132.46,0.0,0.0,0.0,0.0,241.21,0.0,SP,campinas,1,0,0,0,2,373.67,33.0,0.46511627906976744,124.55666666666667,3.7367000000000004,0.37,0,0,1,0.0,0,23,2,1,4,2,0.9104788482159815,High Risk,1
8241424764e0bfa6bfcb3c6cda391ac8__20170705,2,8241424764e0bfa6bfcb3c6cda391ac8,2017-05-22 22:21:31,2017-05-22 22:21:32,2017-07-05 15:00:37,1,1,1,1,1,2,525.17,44,44,4.0,0.0,0.0,5.3333,0.0,1,2,525.17,beleza_saude,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PE,recife,1,0,0,0,2,525.17,14.666666666666666,0.8108108108108107,175.05666666666664,11.670444444444444,0.9777777777777777,0,1,0,0.0,0,14,5,2,5,2,0.8386478682932252,High Risk,1
846e4612bebdefeb3a65aa63fee59e3a__20170903,4,846e4612bebdefeb3a65aa63fee59e3a,2017-08-03 13:19:56,2017-08-03 13:19:58,2017-09-03 15:00:37,1,1,1,1,1,2,550.86,31,31,4.0,1.0,0.0,11.0,0.0,2,3,550.86,cama_mesa_banho,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,412.52,0.0,0.0,0.0,138.34,0.0,0.0,0.0,PR,maringa,1,0,0,0,2,550.86,10.333333333333334,0.9836065573770493,183.62,17.214375,0.96875,0,1,0,0.0,0,16,8,3,8,3,0.8542517986976104,High Risk,1
8597b390850fe72e108d53f42ca64846__20170804,3,8597b390850fe72e108d53f42ca64846,2017-05-21 08:01:31,2017-06-22 22:41:57,2017-08-04 15:00:37,1,1,1,1,1,2,431.97,43,75,4.0,0.0,0.0,17.5,0.0,2,2,431.97,utilidades_domesticas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.16,RJ,queimados,1,0,0,0,2,431.97,25.0,0.5714285714285714,143.99,5.683815789473685,0.5657894736842105,0,1,0,0.0,0,17,5,2,6,2,0.8428940361383332,High Risk,1
8b160faff469868625c7c82cbd310636__20170903,4,8b160faff469868625c7c82cbd310636,2017-07-13 00:19:43,2017-07-13 00:19:44,2017-09-03 15:00:37,1,1,1,1,1,2,871.53,52,52,1.0,0.0,1.0,8.0,0.0,2,3,871.53,cama_mesa_banho,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,588.66,0.0,0.0,0.0,282.87,0.0,0.0,0.0,SP,cotia,1,0,0,0,2,871.53,17.333333333333332,0.7317073170731707,290.51,16.443962264150944,0.9811320754716981,0,0,1,0.0,0,23,7,3,7,3,0.8750567429714918,High Risk,1
8d6512fa0e1c5cdbd789b956de79fe2f__20170705,2,8d6512fa0e1c5cdbd789b956de79fe2f,2017-04-09 19:12:02,2017-06-02 15:37:31,2017-07-05 15:00:37,1,1,1,1,1,2,446.49,33,87,3.0,2.0,1.0,26.5,0.0,1,2,446.49,esporte_lazer,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.49,0.0,0.0,0.0,0.0,0.0,0.0,AC,rio branco,1,0,0,0,2,446.49,29.0,0.5128205128205129,148.83,5.07375,0.375,0,0,1,0.0,0,0,4,2,6,2,0.9406669162365172,High Risk,1
947c249c7f31f3eae2bd05454e1b2040__20170705,2,947c249c7f31f3eae2bd05454e1b2040,2017-05-11 10:19:00,2017-05-12 12:50:18,2017-07-05 15:00:37,1,1,1,1,1,2,465.07,54,55,2.5,1.5,1.0,15.5,0.0,2,4,465.07,cool_stuff,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.14,0.0,0.0,0.0,PE,recife,1,0,0,0,2,465.07,18.333333333333332,0.7058823529411765,155.02333333333334,8.304821428571428,0.9642857142857143,0,0,1,0.0,0,14,5,2,5,2,0.9096597667139869,High Risk,1
974148f722b785f187ae13ec0040abcf__20170903,4,974148f722b785f187ae13ec0040abcf,2017-03-31 14:40:26,2017-07-17 03:37:39,2017-09-03 15:00:37,1,1,1,1,1,2,413.01,48,156,5.0,0.0,0.0,11.5,0.0,1,2,413.01,esporte_lazer,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.01,0.0,0.0,0.0,0.0,0.0,0.0,RS,chui,1,0,0,0,2,413.01,52.0,0.3225806451612903,137.67,2.6306369426751592,0.3057324840764331,0,1,0,0.0,0,20,3,1,7,3,0.8331553343000757,High Risk,1
97c0d90b4d37062c75b5f836ce3ab957__20171102,6,97c0d90b4d37062c75b5f836ce3ab957,2017-09-07 21:32:35,2017-09-07 21:32:35,2017-11-02 15:00:37,1,1,1,1,1,2,604.06,56,56,5.0,0.0,0.0,15.0,0.0,2,2,604.06,eletrodomesticos_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.95,BA,barreiras,1,0,0,0,2,604.06,18.666666666666668,0.6976744186046512,201.35333333333332,10.597543859649122,0.9824561403508771,0,1,0,0.0,0,3,9,3,9,3,0.8873018996993927,High Risk,1
97f0fce3f9d7aad1b12499a4e4b10d07__20170903,4,97f0fce3f9d7aad1b12499a4e4b10d07,2017-03-16 21:16:46,2017-07-10 16:47:10,2017-09-03 15:00:37,1,1,1,1,1,2,636.14,55,171,5.0,0.0,0.0,10.0,0.0,2,2,636.14,beleza_saude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP,cajamar,1,0,0,0,2,636.14,57.0,0.29850746268656714,212.04666666666665,3.6984883720930233,0.31976744186046513,0,1,0,0.0,0,23,3,1,7,3,0.8397321362817253,High Risk,1
98758d88bf4b8eef1372ddee45d63178__20171102,6,98758d88bf4b8eef1372ddee45d63178,2017-04-06 22:16:10,2017-09-17 06:44:58,2017-11-02 15:00:37,1,1,1,1,1,2,997.96,46,210,3.0,2.0,1.0,38.0,1.0,2,2,997.96,informatica_acessorios,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.39,0.0,0.0,0.0,0.0,AL,campo alegre,1,0,0,0,2,997.96,70.0,0.25,332.65333333333336,4.729668246445498,0.21800947867298578,0,0,1,0.3333333333333333,1,1,4,2,9,3,0.8459188894805252,High Risk,1
a72a2d4e19868dba726c0e6f49198c7e__20171202,7,a72a2d4e19868dba726c0e6f49198c7e,2017-10-06 16:05:51,2017-11-14 15:44:11,2017-12-02 15:00:37,1,1,1,1,0,2,447.1,18,57,2.5,1.5,1.0,13.5,0.0,2,2,447.1,malas_acessorios,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.42,0.0,0.0,0.0,0.0,0.0,GO,firminopolis,1,0,0,0,2,447.1,19.0,0.6896551724137931,149.03333333333333,7.708620689655173,0.3103448275862069,1,0,1,0.0,0,7,10,4,11,4,0.885072375787862,High Risk,1
a82d9e16794b2921f600796767322a9f__20170705,2,a82d9e16794b2921f600796767322a9f,2017-04-25 15:14:44,2017-05-17 14:07:47,2017-07-05 15:00:37,1,1,1,1,1,2,387.54,49,71,5.0,0.0,0.0,11.0,0.0,2,2,387.53999999999996,moveis_decoracao,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.19,0.0,0.0,0.0,MG,rodeiro,1,0,0,0,2,387.54,23.666666666666668,0.594059405940594,129.18,5.3825,0.6805555555555556,0,1,0,0.0,0,9,4,2,5,2,0.8328954703673865,High Risk,1
aa2630ebac79aa0c7749370b705121bc__20171202,7,aa2630ebac79aa0c7749370b705121bc,2017-10-03 11:27:20,2017-10-03 11:27:21,2017-12-02 15:00:37,1,1,1,1,1,2,432.6,60,60,3.0,2.0,1.0,13.0,0.0,2,4,432.59999999999997,moveis_decoracao,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.4,0.0,0.0,0.0,RJ,duque de caxias,1,0,0,0,2,432.6,20.0,0.6666666666666666,144.20000000000002,7.091803278688525,0.9836065573770492,0,0,1,0.0,0,17,10,4,10,4,0.9116951209984219,High Risk,1
aaf97f99c731d8d84810ff16e6ded10d__20171102,6,aaf97f99c731d8d84810ff16e6ded10d,2017-07-20 18:59:34,2017-09-07 18:05:42,2017-11-02 15:00:37,1,1,1,1,1,2,381.53,56,105,4.0,0.0,0.0,13.0,0.0,2,2,381.53,moveis_escritorio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,brasilia,1,0,0,0,2,381.53,35.0,0.4444444444444444,127.17666666666666,3.599339622641509,0.5283018867924528,0,1,0,0.0,0,5,7,3,9,3,0.8608812199033474,High Risk,1
ae53a87a257f8e54795af6ff434e443b__20171102,6,ae53a87a257f8e54795af6ff434e443b,2017-09-14 10:12:04,2017-09-14 10:12:04,2017-11-02 15:00:37,1,1,1,1,1,2,1019.41,49,49,4.0,0.0,0.0,19.5,0.0,2,2,1019.41,beleza_saude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,956.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.55,BA,camamu,1,0,0,0,2,1019.41,16.333333333333332,0.759493670886076,339.80333333333334,20.388199999999998,0.98,0,1,0,0.0,0,3,9,3,9,3,0.9009623838019627,High Risk,1
ba54ee5be417c0558c060a3186451248__20170903,4,ba54ee5be417c0558c060a3186451248,2017-06-24 11:20:04,2017-07-31 16:50:59,2017-09-03 15:00:37,1,1,1,1,1,2,401.27,34,71,4.0,1.0,0.0,13.5,0.0,1,2,401.27,esporte_lazer,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.27,0.0,0.0,0.0,0.0,0.0,0.0,MG,jacutinga,1,0,0,0,2,401.27,23.666666666666668,0.594059405940594,133.75666666666666,5.573194444444444,0.4722222222222222,0,1,0,0.0,0,9,6,2,7,3,0.8948672889927068,High Risk,1
bb656eab01a34ac497457c5a92f5bd07__20171102,6,bb656eab01a34ac497457c5a92f5bd07,2017-05-12 17:46:25,2017-09-06 17:41:59,2017-11-02 15:00:37,1,1,1,1,1,2,373.09,57,174,5.0,0.0,0.0,9.5,0.0,1,2,373.09,esporte_lazer,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.09,0.0,0.0,0.0,0.0,0.0,0.0,SP,cesario lange,1,0,0,0,2,373.09,58.0,0.29411764705882354,124.36333333333333,2.131942857142857,0.32571428571428573,0,1,0,0.0,0,23,5,2,9,3,0.8602449704162134,High Risk,1
bcc9a08b533971412be737fd5bd918b3__20171202,7,bcc9a08b533971412be737fd5bd918b3,2017-05-27 23:34:01,2017-11-28 12:58:19,2017-12-02 15:00:37,1,1,1,1,1,2,404.2,4,189,1.0,0.0,1.0,23.0,0.0,2,2,404.2,beleza_saude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,florianopolis,1,0,0,0,2,404.2,63.0,0.273972602739726,134.73333333333332,2.1273684210526316,0.021052631578947368,1,0,1,0.0,0,21,5,2,11,4,0.8517221402333536,High Risk,1
bcf0a5f0f3ec8639f940749aab360d8f__20171202,7,bcf0a5f0f3ec8639f940749aab360d8f,2017-07-04 23:05:45,2017-10-04 16:18:22,2017-12-02 15:00:37,1,1,1,1,1,2,451.72,59,151,3.0,2.0,1.0,8.0,0.0,3,3,451.72,brinquedos,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.48,83.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG,belo horizonte,1,0,0,0,2,451.72,50.333333333333336,0.3314917127071823,150.57333333333335,2.9718421052631583,0.3881578947368421,0,0,1,0.0,0,9,7,3,10,4,0.8746081034983733,High Risk,1
c1d43ef6f70aff50201a1b882176a346__20170605,1,c1d43ef6f70aff50201a1b882176a346,2017-04-04 16:59:43,2017-04-29 21:36:17,2017-06-05 15:00:37,1,1,1,1,1,2,484.3,37,62,2.0,1.0,1.0,18.0,0.0,1,3,484.3,cama_mesa_banho,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GO,aparecida de goiania,1,0,0,0,2,484.3,20.666666666666668,0.6521739130434783,161.43333333333334,7.6873015873015875,0.5873015873015873,0,0,1,0.0,0,7,4,2,4,2,0.8977963768208875,High Risk,1
c4536b58064f144d0538c9cc69c2765d__20171202,7,c4536b58064f144d0538c9cc69c2765d,2017-10-19 15:53:18,2017-10-19 15:53:20,2017-12-02 15:00:37,1,1,1,1,1,2,607.55,44,44,3.0,2.0,1.0,13.0,0.0,1,3,607.55,moveis_decoracao,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.55,0.0,0.0,0.0,PR,santo antonio da platina,1,0,0,0,2,607.55,14.666666666666666,0.8108108108108107,202.51666666666665,13.50111111111111,0.9777777777777777,0,0,1,0.0,0,16,10,4,10,4,0.8417959904535011,High Risk,1
ca6d9bc2e717c2a0aa19d77a3bfa5398__20170903,4,ca6d9bc2e717c2a0aa19d77a3bfa5398,2017-04-19 16:01:21,2017-07-06 20:19:20,2017-09-03 15:00:37,1,1,1,1,1,2,1237.39,59,137,1.0,0.0,2.0,32.0,1.0,2,2,1237.39,relogios_presentes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,419.04,0.0,0.0,0.0,818.35,0.0,RJ,rio de janeiro,1,0,0,0,2,1237.39,45.666666666666664,0.3592814371257485,412.46333333333337,8.966594202898552,0.427536231884058,0,0,1,0.3333333333333333,1,17,4,2,7,3,0.8552248825786849,High Risk,1
ca994abc57b0bd7981d91d0061b3d8d6__20171003,5,ca994abc57b0bd7981d91d0061b3d8d6,2017-07-13 21:03:44,2017-08-21 14:50:46,2017-10-03 15:00:37,1,1,1,1,1,3,586.3,43,82,3.0,0.816496580927726,1.0,50.5,3.0,2,3,586.3,cama_mesa_banho,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RS,porto alegre,1,0,0,0,3,586.3,20.5,0.8035714285714286,146.575,7.063855421686746,0.5180722891566265,0,0,1,0.75,1,20,7,3,8,3,0.9111390010009276,High Risk,1
e3301490c373db9263c15a73172d0c6f__20170605,1,e3301490c373db9263c15a73172d0c6f,2017-03-29 16:12:13,2017-04-20 11:56:40,2017-06-05 15:00:37,1,1,1,1,1,3,443.51,46,68,4.0,1.4142135623730951,1.0,24.75,3.0,1,4,443.51,cama_mesa_banho,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP,sao paulo,1,0,0,0,3,443.51,17.0,0.9183673469387755,110.8775,6.42768115942029,0.6666666666666666,0,1,1,0.75,1,23,3,1,4,2,0.8340879938273935,High Risk,1
e395de53a61a2f8fa96ea1ca399c3ff5__20171102,6,e395de53a61a2f8fa96ea1ca399c3ff5,2017-09-17 20:41:21,2017-09-17 20:41:23,2017-11-02 15:00:37,1,1,1,1,1,2,438.92,46,46,5.0,0.0,0.0,13.5,0.0,2,2,438.92,moveis_escritorio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,cunha pora,1,0,0,0,2,438.92,15.333333333333334,0.7894736842105263,146.30666666666667,9.338723404255319,0.9787234042553191,0,1,0,0.0,0,21,9,3,9,3,0.8573025792312675,High Risk,1
e4b98eebb8983cade8610c0def59f705__20170605,1,e4b98eebb8983cade8610c0def59f705,2017-03-25 09:08:40,2017-05-02 16:36:02,2017-06-05 15:00:37,1,1,1,1,1,3,760.01,34,72,1.6667,0.9428090415820634,2.0,16.5,0.0,3,4,760.01,moveis_decoracao,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,130.84,0.0,0.0,0.0,546.33,82.84,0.0,0.0,RJ,rio de janeiro,1,0,0,0,3,760.01,18.0,0.8823529411764706,190.0025,10.411095890410959,0.4657534246575342,0,0,1,0.0,0,17,3,1,5,2,0.8400802655831093,High Risk,1
e89bf89e2621b5aeb4c181e69a8c6952__20170903,4,e89bf89e2621b5aeb4c181e69a8c6952,2017-07-03 13:20:54,2017-07-17 13:54:27,2017-09-03 15:00:37,1,1,1,1,1,2,418.51,48,62,3.0,2.0,1.0,15.0,0.0,2,3,418.51,cama_mesa_banho,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RS,porto alegre,1,0,0,0,2,418.51,20.666666666666668,0.6521739130434783,139.50333333333333,6.643015873015873,0.7619047619047619,0,0,1,0.0,0,20,7,3,7,3,0.9172967901719907,High Risk,1
f596242db91986b554f25768577cd5be__20170804,3,f596242db91986b554f25768577cd5be,2017-06-04 21:12:58,2017-06-18 14:32:38,2017-08-04 15:00:37,1,1,1,1,1,2,731.08,47,61,5.0,0.0,0.0,17.5,0.0,1,2,731.08,beleza_saude,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MG,curvelo,1,0,0,0,2,731.08,20.333333333333332,0.6593406593406593,243.69333333333336,11.791612903225808,0.7580645161290323,0,1,0,0.0,0,9,6,2,6,2,0.8600135202755382,High Risk,1
f7d2fc6f0a2778f53d2a6bfc27bd0e8c__20171202,7,f7d2fc6f0a2778f53d2a6bfc27bd0e8c,2017-05-16 15:09:18,2017-10-19 10:05:02,2017-12-02 15:00:37,1,1,1,1,1,2,370.19,44,200,3.5,0.5,0.0,9.5,0.0,1,2,370.19,esporte_lazer,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.19,0.0,0.0,0.0,0.0,0.0,0.0,MG,santa barbara,1,0,0,0,2,370.19,66.66666666666667,0.2608695652173913,123.39666666666666,1.8417412935323383,0.21890547263681592,0,0,0,0.0,0,9,5,2,10,4,0.915014169164962,High Risk,1
f804ed90360900357b6db9d7635d275d__20170705,2,f804ed90360900357b6db9d7635d275d,2017-05-01 08:58:52,2017-05-20 10:30:23,2017-07-05 15:00:37,1,1,1,1,1,2,630.37,46,65,5.0,0.0,0.0,7.5,0.0,1,2,630.37,perfumaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.37,0.0,0.0,SP,bocaina,1,0,0,0,2,630.37,21.666666666666668,0.6315789473684211,210.12333333333333,9.551060606060606,0.696969696969697,0,1,0,0.0,0,23,5,2,5,2,0.8423697952558836,High Risk,1
