algorithm,k,precision_mean,precision_std,recall_mean,recall_std,ndcg_mean,ndcg_std,hit_rate_mean,hit_rate_std,coverage
Content,5,0.007354315986288564,0.03764596754527732,0.03677157993144282,0.18822983772638638,0.02704149550882875,0.14579997517479792,0.03677157993144282,0.18822983772638638,0.9555599840573934
Content,10,0.005141788719227174,0.022088298250825984,0.051417887192271736,0.22088298250825963,0.03164395094938385,0.1498149989149098,0.051417887192271736,0.22088298250825963,0.9904344360302909
Content,20,0.0030071673418510443,0.011889464352033903,0.060143346837020877,0.23778928704067775,0.03383823680174967,0.15117963234808532,0.060143346837020877,0.23778928704067775,0.9994021522518932
Hybrid,5,0.0039887815518853224,0.027965865795077566,0.019943907759426612,0.1398293289753875,0.014139205562061954,0.10452531372514946,0.019943907759426612,0.1398293289753875,0.7255878836189718
Hybrid,10,0.0034901838578996576,0.018355979992733085,0.03490183857899657,0.18355979992733082,0.01883351807835735,0.11069439358165965,0.03490183857899657,0.18355979992733082,0.9240733359904344
Hybrid,20,0.0026643814272358994,0.011232072704137305,0.05328762854471798,0.2246414540827463,0.02358242256426478,0.11524783458347532,0.05328762854471798,0.2246414540827463,0.9760860900757273
Personalized,5,0.00373948270489249,0.02709504725760638,0.01869741352446245,0.13547523628803224,0.015239844653330012,0.11529274528608821,0.01869741352446245,0.13547523628803224,0.467716221602232
Personalized,10,0.002929261452165784,0.016865177406771,0.029292614521657837,0.1686517740677099,0.018644056193510273,0.11948719149573973,0.029292614521657837,0.1686517740677099,0.6508569151056197
Personalized,20,0.0021346213773761297,0.010109713662523223,0.042692427547522595,0.20219427325046457,0.022037368800822865,0.12247894695483717,0.042692427547522595,0.20219427325046457,0.8226385013949781
