cluster,recency,frequency,monetary
0,0.9807006941279159,-0.15920821131682542,-0.015556365263902321
1,-0.7179595578749546,-0.15920821131682222,-0.026449441029415332
2,-0.11460935961142575,5.1130944926688295,0.7008452753247542
