cluster,recency,frequency,monetary
0,0.9807006941279157,-0.15920821131682544,-0.015556365263902326
1,-0.7179595578749548,-0.15920821131682222,-0.026449441029415335
2,-0.11460935961142589,5.11309449266883,0.700845275324754
